Modelo,Valor,Local,Ano
13PM,5800.0,FORTALEZA AEROLÂNDIA,2021.0
13PM,5800.0,FORTALEZA RODOLFO TEÓFILO,2021.0
13P,5800.0,CAUCAIA CUMBUCO,2021.0
13PM,5800.0,FORTALEZA VILA VELHA,2021.0
13PM,5850.0,FORTALEZA MESSEJANA,2021.0
13P,5850.0,EUSÉBIO COAÇU,2021.0
13PM,5890.0,FORTALEZA MEIRELES,2021.0
14P,5890.0,FORTALEZA DE LOURDES,2022.0
13PM,5950.0,FORTALEZA ALDEOTA,2021.0
13PM,5950.0,FORTALEZA CIDADE 2000,2021.0
12PM,5999.0,FORTALEZA JOSÉ BONIFÁCIO,2020.0
13PM,5999.0,FORTALEZA JOAQUIM TÁVORA,2021.0
13PM,6000.0,FORTALEZA VARJOTA,2021.0
13PM,6000.0,FORTALEZA JÓQUEI CLUBE,2021.0
12PM,6000.0,FORTALEZA EDSON QUEIROZ,2020.0
13PM,6000.0,FORTALEZA RODOLFO TEÓFILO,2021.0
13P,6000.0,MARACANAÚ TIMBÓ,2021.0
13PM,6200.0,FORTALEZA ANTÔNIO BEZERRA,2021.0
13PM,6250.0,FORTALEZA MEIRELES,2021.0
13PM,6290.0,FORTALEZA ALDEOTA,2021.0
14P,6299.0,FORTALEZA TAUAPE,2022.0
14P,6299.0,FORTALEZA TAUAPE,2022.0
14PM,6450.0,MARACANAÚ NOVO MARACANAÚ,2022.0
14P,6499.0,CAUCAIA TABAPUÁ,2022.0
14PM,6499.0,FORTALEZA PAPICU,2022.0
13PM,6500.0,FORTALEZA TAUAPE,2021.0
13PM,6500.0,FORTALEZA DIONISIO TORRES,2021.0
13PM,6800.0,FORTALEZA COCÓ,2021.0
14PM,6900.0,FORTALEZA MARAPONGA,2022.0
14PM,6999.0,MARANGUAPE CENTRO,2022.0
14PM,7190.0,FORTALEZA ITAPERI,2022.0
14PM,7200.0,FORTALEZA SAPIRANGA-COITÉ,2022.0
14PM,7399.0,FORTALEZA MEIRELES,2022.0
13PM,7500.0,FORTALEZA PARQUE PRESIDENTE VARGAS,2021.0
14PM,7500.0,FORTALEZA MANOEL SÁTIRO,2022.0
14PM,7500.0,FORTALEZA MUCURIPE,2022.0
13P,7500.0,MARACANAÚ PAJUÇARA,2021.0
